fips,surge_proxy_class,coastal_flood_pop_share
36075,none,0.0235
36077,none,0
36079,low,0.011
36081,moderate,0.0538
36083,none,0
36085,moderate,0.0698
36087,moderate,0.0291
36089,none,0
36091,none,0
36093,none,0
36095,none,0
36097,none,0
36099,none,0
36101,none,0
36103,moderate,0.0327
36105,none,0
36107,none,0
36109,none,0
36111,low,0.0529
36113,none,0
36115,none,0
36117,low,0.0000022
36119,moderate,0.0358
36121,none,0
36123,none,0
37001,none,0
37003,none,0
37005,none,0
37007,none,0
37009,none,0
37011,none,0
37013,high,0.202
37015,moderate,0.0495
37017,moderate,0.000768
37019,high,0.132
37021,none,0
37023,none,0
37025,none,0
37027,none,0
37029,high,0.321
37031,high,0.335
37033,none,0
37035,none,0
37037,none,0
37039,none,0
37041,moderate,0.0418
37043,none,0
37045,none,0
37047,moderate,0.00509
37049,high,0.184
37051,none,0
37053,high,0.157
37055,high,0.358
37057,none,0
37059,none,0
37061,moderate,0.00116
37063,none,0
37065,moderate,0.0068
37067,none,0
37069,none,0
37071,none,0
37073,moderate,0.0499
37075,none,0
37077,none,0
37079,moderate,0.00412
37081,none,0
37083,moderate,0.00177
37085,none,0
37087,none,0
37089,none,0
37091,moderate,0.0263
37093,none,0
37095,high,0.87
37097,none,0
37099,none,0
37101,none,0
37103,moderate,0.0833
37105,none,0
37107,moderate,0.00518
37109,none,0
37111,none,0
37113,none,0
37115,none,0
37117,moderate,0.0155
37119,none,0
37121,none,0
37123,none,0
37125,none,0
37127,none,0
37129,high,0.132
37131,moderate,0.00266
37133,moderate,0.0507
37135,none,0
37137,high,0.37
37139,high,0.257
37141,high,0.143
37143,high,0.102
37145,none,0
37147,moderate,0.08
37149,none,0
37151,none,0
37153,none,0
37155,none,0
37157,none,0
37159,none,0
37161,none,0
37163,moderate,0.0000347
37165,none,0
37167,none,0
37169,none,0
37171,none,0
37173,none,0
37175,none,0
37177,high,0.817
37179,none,0
37181,none,0
37183,none,0
37185,none,0
37187,high,0.157
37189,none,0
37191,none,0
37193,none,0
37195,none,0
37197,none,0
37199,none,0
38001,none,0
38003,none,0
38005,none,0
38007,none,0
38009,none,0
38011,none,0
38013,none,0
38015,none,0
38017,none,0
38019,none,0
38021,none,0
38023,none,0
38025,none,0
38027,none,0
38029,none,0
38031,none,0
38033,none,0
38035,none,0
38037,none,0
38039,none,0
38041,none,0
38043,none,0
38045,none,0
38047,none,0
38049,none,0
38051,none,0
38053,none,0
38055,none,0
38057,none,0
38059,none,0
38061,none,0
38063,none,0
38065,none,0
38067,none,0
38069,none,0
38071,none,0
38073,none,0
38075,none,0
38077,none,0
38079,none,0
38081,none,0
38083,none,0
38085,none,0
38087,none,0
38089,none,0
38091,none,0
38093,none,0
38095,none,0
38097,none,0
38099,none,0
38101,none,0
38103,none,0
38105,none,0
39001,none,0
39003,none,0
39005,none,0
39007,low,0.00881
39009,none,0
39011,none,0
39013,none,0
39015,none,0
39017,none,0
39019,none,0
39021,none,0
39023,none,0
39025,none,0
39027,none,0
39029,none,0
39031,none,0
39033,none,0
39035,low,0.00578
39037,none,0
39039,none,0
39041,none,0
39043,none,0.0525
39045,none,0
39047,none,0
39049,none,0
39051,none,0
39053,none,0
39055,low,0.000198
39057,none,0
39059,none,0
39061,none,0
39063,none,0
39065,none,0
39067,none,0
39069,none,0
39071,none,0
39073,none,0
39075,none,0
39077,none,0
39079,none,0
39081,none,0
39083,none,0
39085,low,0.0133
39087,none,0
39089,none,0
39091,none,0
39093,none,0.0431
39095,none,0.0347
39097,none,0
39099,none,0
39101,none,0
39103,none,0
39105,none,0
39107,none,0
39109,none,0
39111,none,0
39113,none,0
39115,none,0
39117,none,0
39119,none,0
39121,none,0
39123,none,0.124
39125,none,0
39127,none,0
39129,none,0
39131,none,0
39133,none,0
39135,none,0
39137,none,0
39139,none,0
39141,none,0
39143,none,0.0444
39145,none,0
39147,none,0
39149,none,0
39151,none,0
39153,none,0
39155,none,0
39157,none,0
39159,none,0
39161,none,0
39163,none,0
39165,none,0
39167,none,0
39169,none,0
39171,none,0
39173,none,0.000482
39175,none,0
40001,none,0
40003,none,0
40005,none,0
40007,none,0
40009,none,0
40011,none,0
40013,none,0
40015,none,0
40017,none,0
40019,none,0
40021,none,0
40023,none,0
40025,none,0
40027,none,0
40029,none,0
40031,none,0
40033,none,0
40035,none,0
40037,none,0
40039,none,0
40041,none,0
40043,none,0
40045,none,0
40047,none,0
40049,none,0
40051,none,0
40053,none,0
40055,none,0
40057,none,0
40059,none,0
40061,none,0
40063,none,0
40065,none,0
40067,none,0
40069,none,0
40071,none,0
40073,none,0
40075,none,0
40077,none,0
40079,none,0
40081,none,0
40083,none,0
40085,none,0
40087,none,0
40089,none,0
40091,none,0
40093,none,0
40095,none,0
40097,none,0
40099,none,0
40101,none,0
40103,none,0
40105,none,0
40107,none,0
40109,none,0
40111,none,0
40113,none,0
40115,none,0
40117,none,0
40119,none,0
40121,none,0
40123,none,0
40125,none,0
40127,none,0
40129,none,0
40131,none,0
40133,none,0
40135,none,0
40137,none,0
40139,none,0
40141,none,0
40143,none,0
40145,none,0
40147,none,0
40149,none,0
40151,none,0
40153,none,0
41001,none,0
41003,none,0.0256
41005,none,0.00000155
41007,none,0.161
41009,none,0.00773
41011,none,0.0554
41013,none,0
41015,none,0.0374
41017,none,0
41019,none,0.133
41021,none,0
41023,none,0
41025,none,0
41027,none,0
41029,none,0
41031,none,0
41033,none,0
41035,none,0
41037,none,0
41039,none,0.114
41041,none,0.073
41043,none,0
41045,none,0
41047,none,0
41049,none,0
41051,none,0.000176
41053,none,0
41055,none,0
41057,none,0.118
41059,none,0
41061,none,0
41063,none,0
41065,none,0
41067,none,0
41069,none,0
41071,none,0.000739
42001,none,0
42003,none,0
42005,none,0
42007,none,0
42009,none,0
42011,none,0
42013,none,0
42015,none,0
42017,low,0.00223
42019,none,0
42021,none,0
42023,none,0
42025,none,0
42027,none,0
42029,low,0.000882
42031,none,0
42033,none,0
42035,none,0
42037,none,0
42039,none,0
42041,none,0
42043,none,0
42045,moderate,0.0304
42047,none,0
42049,low,0.0117
42051,none,0
42053,none,0
42055,none,0
42057,none,0
42059,none,0
42061,none,0
42063,none,0
42065,none,0
42067,none,0
42069,none,0
42071,none,0
42073,none,0
42075,none,0
42077,none,0
42079,none,0
42081,none,0
42083,none,0
42085,none,0
42087,none,0
42089,none,0
42091,low,0.000265
42093,none,0
42095,none,0
42097,none,0
42099,none,0
42101,low,0.0176
42103,none,0
42105,none,0
42107,none,0
42109,none,0
42111,none,0
42113,none,0
42115,none,0
42117,none,0
42119,none,0
42121,none,0
42123,none,0
42125,none,0
42127,none,0
42129,none,0
42131,none,0
42133,none,0
44001,high,0.304
44003,moderate,0.0803
44005,high,0.104
44007,moderate,0.0249
44009,high,0.103
45001,none,0
45003,none,0
45005,none,0
45007,none,0
45009,none,0
45011,none,0
45013,high,0.321
45015,high,0.101
45017,none,0
45019,high,0.533
45021,none,0
45023,none,0
45025,none,0
45027,moderate,0.00175
45029,moderate,0.071
45031,none,0
45033,moderate,0.000458
45035,moderate,0.088
45037,none,0
45039,none,0
45041,none,0
45043,high,0.249
45045,none,0
45047,none,0
45049,moderate,0.0318
45051,moderate,0.0872
45053,high,0.12
45055,none,0
45057,none,0
45059,none,0
45061,none,0
45063,none,0
45065,none,0
45067,moderate,0.0255
45069,none,0
45071,none,0
45073,none,0
45075,none,0
45077,none,0
45079,none,0
45081,none,0
45083,none,0
45085,none,0
45087,none,0
45089,moderate,0.00292
45091,none,0
46003,none,0
46005,none,0
46007,none,0
46009,none,0
46011,none,0
46013,none,0
46015,none,0
46017,none,0
46019,none,0
46021,none,0
46023,none,0
46025,none,0
46027,none,0
46029,none,0
46031,none,0
46033,none,0
46035,none,0
46037,none,0
46039,none,0
46041,none,0
46043,none,0
46045,none,0
46047,none,0
46049,none,0
46051,none,0
46053,none,0
46055,none,0
46057,none,0
46059,none,0
46061,none,0
46063,none,0
46065,none,0
46067,none,0
46069,none,0
46071,none,0
46073,none,0
46075,none,0
46077,none,0
46079,none,0
46081,none,0
46083,none,0
46085,none,0
46087,none,0
46089,none,0
46091,none,0
46093,none,0
46095,none,0
46097,none,0
46099,none,0
46101,none,0
46102,none,0
46103,none,0
46105,none,0
46107,none,0
46109,none,0
46111,none,0
46115,none,0
46117,none,0
46119,none,0
46121,none,0
46123,none,0
46125,none,0
46127,none,0
46129,none,0
46135,none,0
46137,none,0
47001,none,0
47003,none,0
47005,none,0
47007,none,0
47009,none,0
47011,none,0
47013,none,0
47015,none,0
47017,none,0
47019,none,0
47021,none,0
47023,none,0
47025,none,0
47027,none,0
47029,none,0
47031,none,0
47033,none,0
47035,none,0
47037,none,0
47039,none,0
47041,none,0
47043,none,0
47045,none,0
47047,none,0
47049,none,0
47051,none,0
47053,none,0
47055,none,0
47057,none,0
47059,none,0
47061,none,0
47063,none,0
47065,none,0
47067,none,0
47069,none,0
47071,none,0
47073,none,0
47075,none,0
47077,none,0
47079,none,0
47081,none,0
47083,none,0
47085,none,0
47087,none,0
47089,none,0
47091,none,0
47093,none,0
47095,none,0
47097,none,0
47099,none,0
47101,none,0
47103,none,0
47105,none,0
47107,none,0
47109,none,0
47111,none,0
47113,none,0
47115,none,0
47117,none,0
47119,none,0
47121,none,0
47123,none,0
47125,none,0
47127,none,0
47129,none,0
47131,none,0
47133,none,0
47135,none,0
47137,none,0
47139,none,0
47141,none,0
47143,none,0
47145,none,0
47147,none,0
47149,none,0
47151,none,0
47153,none,0
47155,none,0
47157,none,0
47159,none,0
47161,none,0
47163,none,0
47165,none,0
47167,none,0
47169,none,0
47171,none,0
47173,none,0
47175,none,0
47177,none,0
47179,none,0
47181,none,0
47183,none,0
47185,none,0
47187,none,0
47189,none,0
48001,none,0
48003,none,0
48005,none,0
48007,high,0.247
48009,none,0
48011,none,0
48013,none,0
48015,none,0
48017,none,0
48019,none,0
48021,none,0
48023,none,0
48025,none,0
48027,none,0
48029,none,0
48031,none,0
48033,none,0
48035,none,0
48037,none,0
48039,high,0.344
48041,none,0
48043,none,0
48045,none,0
48047,none,0
48049,none,0
48051,none,0
48053,none,0
48055,none,0
48057,high,0.209
48059,none,0
48061,high,0.17
48063,none,0
48065,none,0
48067,none,0
48069,none,0
48071,high,0.103
48073,none,0
48075,none,0
48077,none,0
48079,none,0
48081,none,0
48083,none,0
48085,none,0
48087,none,0
48089,none,0
48091,none,0
48093,none,0
48095,none,0
48097,none,0
48099,none,0
48101,none,0
48103,none,0
48105,none,0
48107,none,0
48109,none,0
48111,none,0
48113,none,0
48115,none,0
48117,none,0
48119,none,0
48121,none,0
48123,none,0
48125,none,0
48127,none,0
48129,none,0
48131,none,0
48133,none,0
48135,none,0
48137,none,0
48139,none,0
48141,none,0
48143,none,0
48145,none,0
48147,none,0
48149,none,0
48151,none,0
48153,none,0
48155,none,0
48157,moderate,0.0000109
48159,none,0
48161,none,0
48163,none,0
48165,none,0
48167,high,0.643
48169,none,0
48171,none,0
48173,none,0
48175,none,0
48177,none,0
48179,none,0
48181,none,0
48183,none,0
48185,none,0
48187,none,0
48189,none,0
48191,none,0
48193,none,0
48195,none,0
48197,none,0
48199,moderate,0.0273
48201,high,0.239
48203,none,0
48205,none,0
48207,none,0
48209,none,0
48211,none,0
48213,none,0
48215,none,0
48217,none,0
48219,none,0
48221,none,0
48223,none,0
48225,none,0
48227,none,0
48229,none,0
48231,none,0
48233,none,0
48235,none,0
48237,none,0
48239,high,0.295
48241,none,0
48243,none,0
48245,moderate,0.00203
48247,none,0
48249,none,0
48251,none,0
48253,none,0
48255,none,0
48257,none,0
48259,none,0
48261,none,0
48263,none,0
48265,none,0
48267,none,0
48269,none,0
48271,none,0
48273,high,0.121
48275,none,0
48277,none,0
48279,none,0
48281,none,0
48283,none,0
48285,none,0
48287,none,0
48289,none,0
48291,moderate,0.00211
48293,none,0
48295,none,0
48297,none,0
48299,none,0
48301,none,0
48303,none,0
48305,none,0
48307,none,0
48309,none,0
48311,none,0
48313,none,0
48315,none,0
48317,none,0
48319,none,0
48321,high,0.402
48323,none,0
48325,none,0
48327,none,0
48329,none,0
48331,none,0
48333,none,0
48335,none,0
48337,none,0
48339,none,0
48341,none,0
48343,none,0
48345,none,0
48347,none,0
48349,none,0
48351,moderate,0.0919
48353,none,0
48355,high,0.175
48357,none,0
48359,none,0
48361,high,0.67
48363,none,0
48365,none,0
48367,none,0
48369,none,0
48371,none,0
48373,none,0
48375,none,0
48377,none,0
48379,none,0
48381,none,0
48383,none,0
48385,none,0
48387,none,0
48389,none,0
48391,moderate,0.0733
48393,none,0
48395,none,0
48397,none,0
48399,none,0
48401,none,0
48403,none,0
48405,none,0
48407,none,0
48409,high,0.19
48411,none,0
48413,none,0
48415,none,0
48417,none,0
48419,none,0
48421,none,0
48423,none,0
48425,none,0
48427,none,0
48429,none,0
48431,none,0
48433,none,0
48435,none,0
48437,none,0
48439,none,0
48441,none,0
48443,none,0
48445,none,0
48447,none,0
48449,none,0
48451,none,0
48453,none,0
48455,none,0
48457,none,0
48459,none,0
48461,none,0
48463,none,0
48465,none,0
48467,none,0
48469,moderate,0.0622
48471,none,0
48473,none,0
48475,none,0
48477,none,0
48479,none,0
48481,moderate,0.0902
48483,none,0
48485,none,0
48487,none,0
48489,high,0.433
48491,none,0
48493,none,0
48495,none,0
48497,none,0
48499,none,0
48501,none,0
48503,none,0
48505,none,0
48507,none,0
49001,none,0
49003,none,0
49005,none,0
49007,none,0
49009,none,0
49011,none,0
49013,none,0
49015,none,0
49017,none,0
49019,none,0
49021,none,0
49023,none,0
49025,none,0
49027,none,0
49029,none,0
49031,none,0
49033,none,0
49035,none,0
49037,none,0
49039,none,0
49041,none,0
49043,none,0
49045,none,0
49047,none,0
49049,none,0
49051,none,0
49053,none,0
49055,none,0
49057,none,0
50001,none,0
50003,none,0
50005,none,0
50007,none,0
50009,none,0
50011,none,0
50013,none,0
50015,none,0
50017,none,0
50019,none,0
50021,none,0
50023,none,0
50025,none,0
50027,none,0
51001,high,0.251
51003,none,0
51005,none,0
51007,none,0
51009,none,0
51011,none,0
51013,low,0.0195
51015,none,0
51017,none,0
51019,none,0
51021,none,0
51023,none,0
51025,none,0
51027,none,0
51029,none,0
51031,none,0
51033,low,0.00929
51035,none,0
51036,low,0.012
51037,none,0
51041,moderate,0.0174
51043,none,0
51045,none,0
51047,none,0
51049,none,0
51051,none,0
51053,none,0
51057,moderate,0.0483
51059,low,0.0126
51061,none,0
51063,none,0
51065,none,0
51067,none,0
51069,none,0
51071,none,0
51073,moderate,0.126
51075,none,0
51077,none,0
51079,none,0
51081,none,0
51083,none,0
51085,low,0.00743
51087,moderate,0.0147
51089,none,0
51091,none,0
51093,moderate,0.0276
51095,moderate,0.0222
51097,moderate,0.0543
51099,low,0.00436
51101,moderate,0.0665
51103,moderate,0.069
51105,none,0
51107,none,0
51109,none,0
51111,none,0
51113,none,0
51115,moderate,0.409
51117,none,0
51119,moderate,0.0465
51121,none,0
51125,none,0
51127,moderate,0.0289
51131,moderate,0.0553
51133,moderate,0.0468
51135,none,0
51137,none,0
51139,none,0
51141,none,0
51143,none,0
51145,none,0
51147,none,0
51149,moderate,0.00643
51153,low,0.013
51155,none,0
51157,none,0
51159,low,0.0151
51161,none,0
51163,none,0
51165,none,0
51167,none,0
51169,none,0
51171,none,0
51173,none,0
51175,moderate,0.00582
51177,low,0.00486
51179,low,0.0112
51181,moderate,0.00968
51183,none,0
51185,none,0
51187,none,0
51191,none,0
51193,moderate,0.0313
51195,none,0
51197,none,0
51199,high,0.131
51510,low,0.0688
51520,none,0
51530,none,0
51540,none,0
51550,high,0.126
51570,moderate,0.0269
51580,none,0
51590,none,0
51595,none,0
51600,none,0
51610,none,0
51620,moderate,0.00116
51630,low,0.00239
51640,none,0
51650,high,0.374
51660,none,0
51670,moderate,0.0182
51678,none,0
51680,none,0
51683,none,0
51685,none,0
51690,none,0
51700,moderate,0.0312
51710,high,0.304
51720,none,0
51730,moderate,0.00511
51735,high,0.961
51740,high,0.335
51750,none,0
51760,low,0.000617
51770,none,0
51775,none,0
51790,none,0
51800,moderate,0.0198
51810,high,0.119
51820,none,0
51830,moderate,0.00114
51840,none,0
53001,none,0
53003,none,0
53005,none,0
53007,none,0
53009,none,0.00431
53011,none,0.000048
53013,none,0
53015,none,0.000264
53017,none,0
53019,none,0
53021,none,0
53023,none,0
53025,none,0
53027,none,0.284
53029,none,0.0274
53031,none,0.0259
53033,none,0.0153
53035,none,0.0123
53037,none,0
53039,none,0
53041,none,0
53043,none,0
53045,none,0.0474
53047,none,0
53049,none,0.0342
53051,none,0
53053,none,0.0279
53055,none,0.0216
53057,none,0.0219
53059,none,0.00000247
53061,none,0.0212
53063,none,0
53065,none,0
53067,none,0.019
53069,none,0.0612
53071,none,0
53073,none,0.0589
53075,none,0
53077,none,0
54001,none,0
54003,none,0
54005,none,0
54007,none,0
54009,none,0
54011,none,0
54013,none,0
54015,none,0
54017,none,0
54019,none,0
54021,none,0
54023,none,0
54025,none,0
54027,none,0
54029,none,0
54031,none,0
54033,none,0
54035,none,0
54037,none,0
54039,none,0
54041,none,0
54043,none,0
54045,none,0
54047,none,0
54049,none,0
54051,none,0
54053,none,0
54055,none,0
54057,none,0
54059,none,0
54061,none,0
54063,none,0
54065,none,0
54067,none,0
54069,none,0
54071,none,0
54073,none,0
54075,none,0
54077,none,0
54079,none,0
54081,none,0
54083,none,0
54085,none,0
54087,none,0
54089,none,0
54091,none,0
54093,none,0
54095,none,0
54097,none,0
54099,none,0
54101,none,0
54103,none,0
54105,none,0
54107,none,0
54109,none,0
55001,none,0
55003,none,0
55005,none,0
55007,none,0.0116
55009,none,0.0486
55011,none,0
55013,none,0
55015,none,0
55017,none,0
55019,none,0
55021,none,0
55023,none,0
55025,none,0
55027,none,0
55029,none,0.015
55031,none,0.0117
55033,none,0
55035,none,0
55037,none,0
55039,none,0
55041,none,0
55043,none,0
55045,none,0
55047,none,0
55049,none,0
55051,none,0.025
55053,none,0
55055,none,0
55057,none,0
55059,none,0.0145
55061,none,0.0233
55063,none,0
55065,none,0
55067,none,0
55069,none,0
55071,none,0.0227
55073,none,0
55075,none,0
55077,none,0
55078,none,0
55079,none,0.0123
55081,none,0
55083,none,0.0478
55085,none,0
55087,none,0
55089,none,0.0357
55091,none,0
55093,none,0
55095,none,0
55097,none,0
55099,none,0
55101,none,0.0189
55103,none,0
55105,none,0
55107,none,0
55109,none,0
55111,none,0
55113,none,0
55115,none,0
55117,none,0.0147
55119,none,0
55121,none,0
55123,none,0
55125,none,0
55127,none,0
55129,none,0
55131,none,0
55133,none,0
55135,none,0
55137,none,0
55139,none,0
55141,none,0
56001,none,0
56003,none,0
56005,none,0
56007,none,0
56009,none,0
56011,none,0
56013,none,0
56015,none,0
56017,none,0
56019,none,0
56021,none,0
56023,none,0
56025,none,0
56027,none,0
56029,none,0
56031,none,0
56033,none,0
56035,none,0
56037,none,0
56039,none,0
56041,none,0
56043,none,0
56045,none,0
60010,high,0.559
60020,low,0.398
60050,high,0.216
66010,moderate,0.0914
69100,high,0.164
69110,high,0.108
69120,low,0.011
72001,none,0
72003,moderate,0.0937
72005,moderate,0.0386
72007,low,0.00185
72009,none,0
72011,high,0.228
72013,moderate,0.0545
72015,high,0.101
72017,high,0.211
72019,none,0
72021,high,0.112
72023,high,0.11
72025,none,0
72027,low,0.00492
72029,moderate,0.0584
72031,high,0.405
72033,high,0.915
72035,low,0.0000808
72037,high,0.119
72039,low,0.00597
72041,none,0
72043,low,0.000909
72045,low,0.00634
72047,none,0
72049,moderate,0.082
72051,high,0.19
72053,moderate,0.0401
72054,none,0
72055,high,0.195
72057,high,0.153
72059,high,0.146
72061,moderate,0.0718
72063,none,0
72065,low,0.0124
72067,high,0.365
72069,high,0.226
72071,low,0.00243
72073,none,0
72075,high,0.153
72077,none,0
72079,moderate,0.0255
72081,none,0
72083,low,0.000603
72085,low,0.0000157
72087,high,0.693
72089,high,0.118
72091,low,0.0172
72093,none,0
72095,moderate,0.0705
72097,high,0.238
72099,low,0.00573
72101,none,0
72103,high,0.133
72105,low,0.00668
72107,none,0
72109,high,0.112
72111,moderate,0.0734
72113,high,0.225
72115,low,0.000102
72117,low,0.00997
72119,moderate,0.0538
72121,low,0.00202
72123,high,0.502
72125,moderate,0.0421
72127,high,0.173
72129,none,0
72131,low,0.000374
72133,high,0.207
72135,moderate,0.0242
72137,high,0.54
72139,moderate,0.0242
72141,low,0.00469
72143,moderate,0.0654
72145,high,0.114
72147,moderate,0.0221
72149,low,0.00229
72151,moderate,0.0712
72153,moderate,0.0402
78010,high,0.151
78020,moderate,0.052
78030,high,0.129
